Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2022-11-27,Black Panther: Wakanda Forever,2022,https://boxd.it/3tntbt,3.5,,,2022-11-26
2022-11-28,Harry Potter and the Order of the Phoenix,2007,https://boxd.it/3tyncn,4.5,Yes,,2022-11-27
2022-11-30,Harry Potter and the Deathly Hallows: Part 2,2011,https://boxd.it/3tVBdF,5,Yes,,2022-11-29
2022-11-30,Glass Onion,2022,https://boxd.it/3u32g1,4.5,,,2022-11-29
2022-12-06,Inception,2010,https://boxd.it/3vgjmP,5,Yes,,2022-12-05
2022-12-12,Glass Onion,2022,https://boxd.it/3ws1uf,4,Yes,,2022-12-11
2022-12-18,The Social Network,2010,https://boxd.it/3xL9Ll,5,Yes,,2022-12-17
2022-12-22,Bridesmaids,2011,https://boxd.it/3yYQuR,1.5,,,2022-12-21
2022-12-23,Hot Fuzz,2007,https://boxd.it/3zgE8l,4,,,2022-12-23
2022-12-24,10 Things I Hate About You,1999,https://boxd.it/3zzMNp,4,,,2022-12-23
2022-12-25,Ex Machina,2015,https://boxd.it/3zVgfT,4.5,,,2022-12-25
2022-12-27,Zoolander,2001,https://boxd.it/3AqJ0P,2.5,,,2022-12-26
2022-12-27,Juno,2007,https://boxd.it/3AGaLj,3.5,,,2022-12-26
2022-12-30,Babylon,2022,https://boxd.it/3Bz5KZ,2.5,,,2022-12-29
2023-01-02,Once Upon a Time... in Hollywood,2019,https://boxd.it/3CNZu1,4,Yes,,2023-01-01
2023-01-03,We're the Millers,2013,https://boxd.it/3Dcz5p,5,Yes,,2023-01-02
2023-01-05,DodgeBall: A True Underdog Story,2004,https://boxd.it/3Ehdm3,3,Yes,,2023-01-05
2023-01-09,Source Code,2011,https://boxd.it/3FXe1X,3.5,,,2023-01-09
2023-01-10,John Mulaney: New in Town,2012,https://boxd.it/3GhRd9,3,,,2023-01-09
2023-01-11,Accepted,2006,https://boxd.it/3GB33X,2.5,,,2023-01-10
2023-01-12,La La Land,2016,https://boxd.it/3GSGPP,5,,,2023-01-11
2023-01-13,John Mulaney: The Comeback Kid,2015,https://boxd.it/3HfkBd,3.5,,,2023-01-13
2023-01-14,Boogie Nights,1997,https://boxd.it/3HnRfb,1.5,,,2023-01-13
2023-01-15,Horrible Bosses 2,2014,https://boxd.it/3HX3iL,4,,,2023-01-15
2023-01-18,Wedding Crashers,2005,https://boxd.it/3J0oYD,3,Yes,,2023-01-18
2023-01-23,Avatar: The Way of Water,2022,https://boxd.it/3KzYuN,5,,,2023-01-23
2023-01-29,Everything Everywhere All at Once,2022,https://boxd.it/3Mso2d,5,Yes,,2023-01-29
2023-02-07,Parasite,2019,https://boxd.it/3Pa11R,4,,,2023-02-06
2023-02-07,You People,2023,https://boxd.it/3Ph9e9,1,,,2023-02-07
2023-02-11,Role Models,2008,https://boxd.it/3Qbxpd,3.5,,,2023-02-10
2023-02-18,Captain America: The Winter Soldier,2014,https://boxd.it/3S1i19,4,Yes,,2023-02-17
2023-02-21,The Nice Guys,2016,https://boxd.it/3T1tlX,3.5,Yes,,2023-02-20
2023-02-22,Birdman or (The Unexpected Virtue of Ignorance),2014,https://boxd.it/3Tfv7V,3,,,2023-02-21
2023-03-05,Creed III,2023,https://boxd.it/3WnQV1,4,,,2023-03-04
2023-03-14,Shaun of the Dead,2004,https://boxd.it/3YXP2T,3.5,,,2023-03-14
2023-05-13,La La Land,2016,https://boxd.it/4eZnAL,5,Yes,,2023-05-03
2023-05-13,Matt Rife: Matthew Steven Rife,2023,https://boxd.it/4eZnXl,3,,,2023-05-06
2023-05-08,The Super Mario Bros. Movie,2023,https://boxd.it/4dKg53,3,,,2023-05-07
2023-05-13,Guardians of the Galaxy Vol. 3,2023,https://boxd.it/4eVdAX,5,,,2023-05-12
2023-05-13,The Way Back,2020,https://boxd.it/4eZpZj,2.5,,,2023-05-12
2023-05-14,Air,2023,https://boxd.it/4f8yPP,4,,,2023-05-13
2023-05-14,Paddington,2014,https://boxd.it/4ffIcH,4,,,2023-05-14
2023-05-17,Zombieland,2009,https://boxd.it/4fV5UJ,3.5,,,2023-05-16
2023-05-17,Don't Look Up,2021,https://boxd.it/4fXfGV,4.5,,,2023-05-16
2023-05-18,Jackass 3D,2010,https://boxd.it/4g2AGd,2.5,,,2023-05-17
2023-05-21,Lost in Translation,2003,https://boxd.it/4gP9tT,3.5,,,2023-05-20
2023-05-21,Almost Famous,2000,https://boxd.it/4gRFM3,4.5,,,2023-05-20
2023-05-21,Ted,2012,https://boxd.it/4gXokD,2.5,,,2023-05-21
2023-05-21,Brüno,2009,https://boxd.it/4gY2uX,3.5,,,2023-05-21
2023-05-24,Arrival,2016,https://boxd.it/4hCHvn,4,,,2023-05-22
2023-05-29,You Hurt My Feelings,2023,https://boxd.it/4iVShj,3,,,2023-05-28
2023-05-30,White Men Can't Jump,2023,https://boxd.it/4j3tc5,0.5,,,2023-05-29
2023-06-02,Spider-Man: Across the Spider-Verse,2023,https://boxd.it/4jUyIr,4.5,,,2023-06-01
2023-06-12,Puss in Boots: The Last Wish,2022,https://boxd.it/4mEBcD,4.5,,,2023-06-11
2023-06-12,About Time,2013,https://boxd.it/4mIQ01,4,,,2023-06-11
2023-06-16,The Flash,2023,https://boxd.it/4nIRX3,1.5,,,2023-06-15
2023-06-17,Justice League: The Flashpoint Paradox,2013,https://boxd.it/4nPsYf,3,,,2023-06-16
2023-06-17,Silver Linings Playbook,2012,https://boxd.it/4o1NGF,4.5,,,2023-06-17
2023-06-23,No Hard Feelings,2023,https://boxd.it/4pGI27,3.5,,,2023-06-22
2023-06-25,Asteroid City,2023,https://boxd.it/4qhjDr,3.5,,,2023-06-24
2023-06-28,Batman: Mask of the Phantasm,1993,https://boxd.it/4rf1uL,3.5,,,2023-06-28
2023-06-30,Nightcrawler,2014,https://boxd.it/4rGf7P,3,,,2023-06-29
2023-06-30,Burn After Reading,2008,https://boxd.it/4rKi35,4,,,2023-06-29
2023-07-01,Neighbors,2014,https://boxd.it/4rTBql,3.5,Yes,,2023-06-30
2023-07-03,Gone Girl,2014,https://boxd.it/4sEnGN,4.5,,,2023-07-02
2023-07-05,My Cousin Vinny,1992,https://boxd.it/4tiFch,4,,,2023-07-04
2023-07-06,Les Misérables,2012,https://boxd.it/4tBkVN,5,,,2023-07-06
2023-07-07,National Lampoon's Van Wilder,2002,https://boxd.it/4tQx77,3,Yes,,2023-07-06
2023-07-08,The Prestige,2006,https://boxd.it/4u7EuL,5,Yes,,2023-07-07
2023-07-09,Deadpool,2016,https://boxd.it/4urA0n,3.5,Yes,,2023-07-08
2023-07-10,"Batman: The Dark Knight Returns, Part 1",2012,https://boxd.it/4uEbmp,3,,,2023-07-09
2023-07-11,Mission: Impossible – Dead Reckoning,2023,https://boxd.it/4v5vEH,4,,,2023-07-10
2023-07-12,Lady Bird,2017,https://boxd.it/4vpo3z,4,,,2023-07-11
2023-07-16,Final Cut,2022,https://boxd.it/4wy6Gl,4.5,,,2023-07-15
2023-07-19,Gladiator,2000,https://boxd.it/4xAwAh,4,,,2023-07-19
2023-07-19,Get Smart,2008,https://boxd.it/4xAxDr,2,,,2023-07-19
2023-07-19,Blade Runner 2049,2017,https://boxd.it/4xAxW9,3,,,2023-07-19
2023-07-19,Forgetting Sarah Marshall,2008,https://boxd.it/4xAyTb,4,Yes,,2023-07-19
2023-07-26,Barbie,2023,https://boxd.it/4AbXm9,2.5,,,2023-07-23
2023-07-29,Drive,2011,https://boxd.it/4BjAAH,3.5,,,2023-07-28
2023-08-04,The Departed,2006,https://boxd.it/4DBRKN,4.5,Yes,,2023-08-03
2023-08-07,Ratatouille,2007,https://boxd.it/4EzA4P,3.5,Yes,,2023-08-06
2023-08-07,Animal House,1978,https://boxd.it/4EIK81,1,,,2023-08-06
2023-08-08,Not Another Teen Movie,2001,https://boxd.it/4F68dv,4,Yes,,2023-08-08
2023-08-08,Guardians of the Galaxy Vol. 3,2023,https://boxd.it/4F6c3f,4,Yes,,2023-08-08
2023-08-09,"Hail, Caesar!",2016,https://boxd.it/4FnJdV,2,,,2023-08-08
2023-08-09,Talladega Nights: The Ballad of Ricky Bobby,2006,https://boxd.it/4FnKaX,4,Yes,,2023-08-08
2023-08-09,Her,2013,https://boxd.it/4FnKUV,3,,,2023-08-08
2023-08-11,The Wolf of Wall Street,2013,https://boxd.it/4FTxjr,4.5,Yes,,2023-08-10
2023-08-12,Oppenheimer,2023,https://boxd.it/4GiCMj,4.5,,,2023-08-11
2023-08-29,Out of Sight,1998,https://boxd.it/4LP6U7,2,,,2023-08-28
2023-09-02,How to Train Your Dragon,2010,https://boxd.it/4MLRLd,3.5,Yes,,2023-09-01
2023-09-02,Nope,2022,https://boxd.it/4MOe75,2.5,,,2023-09-01
2023-09-02,No Country for Old Men,2007,https://boxd.it/4MX8wr,4.5,,,2023-09-02
2023-09-03,Burnt,2015,https://boxd.it/4Nh4w3,4,,,2023-09-02
2023-09-06,"Crazy, Stupid, Love.",2011,https://boxd.it/4ObgnJ,4,Yes,,2023-09-05
2023-09-12,Do the Right Thing,1989,https://boxd.it/4PVE7B,4,,,2023-09-12
2023-09-19,Citizen Kane,1941,https://boxd.it/4RTWPP,4.5,,,2023-09-18
2023-09-21,Daddy's Home,2015,https://boxd.it/4Sg6Z5,3,,,2023-09-20
2023-10-03,His Girl Friday,1940,https://boxd.it/4W2Uf5,4,,,2023-10-02
2023-10-08,Bad Trip,2021,https://boxd.it/4Xqw95,4,,,2023-10-07
2023-10-17,Daisies,1966,https://boxd.it/50GzUd,4.5,,,2023-10-16
2023-10-22,Killers of the Flower Moon,2023,https://boxd.it/52bTVh,3.5,,,2023-10-21
2023-10-24,(500) Days of Summer,2009,https://boxd.it/52O4K1,5,Yes,,2023-10-23
2023-10-26,Bad Trip,2021,https://boxd.it/53kA0t,4,Yes,,2023-10-25
2023-10-26,Vertigo,1958,https://boxd.it/53mMQl,4,,,2023-10-25
2023-11-15,Jaws,1975,https://boxd.it/5a4k2T,3.5,,,2023-11-14
2023-11-19,The Big Lebowski,1998,https://boxd.it/5bxDUH,3.5,,,2023-11-19
2023-11-20,Hot Tub Time Machine,2010,https://boxd.it/5bLWjN,3,,,2023-11-19
2023-11-25,The Interview,2014,https://boxd.it/5dqMAb,4,Yes,,2023-11-24
2023-11-28,Spider-Man: Into the Spider-Verse,2018,https://boxd.it/5eG0JZ,4.5,Yes,,2023-11-27
2023-12-05,Inception,2010,https://boxd.it/5gZgNf,5,Yes,,2023-12-04
2023-12-17,Taken,2008,https://boxd.it/5l3Psb,3.5,,,2023-12-16
2023-12-17,The Other Guys,2010,https://boxd.it/5l3QG9,4.5,Yes,,2023-12-16
2023-12-17,Travis Scott: Look Mom I Can Fly,2019,https://boxd.it/5l7Fnt,3.5,,,2023-12-17
2023-12-18,Good Time,2017,https://boxd.it/5lzHyJ,4.5,,,2023-12-18
2023-12-22,Man of Steel,2013,https://boxd.it/5mYgWD,2.5,Yes,,2023-12-21
2023-12-23,Love & Other Drugs,2010,https://boxd.it/5n9FvT,2.5,,,2023-12-22
2023-12-25,The Menu,2022,https://boxd.it/5oplqF,3,,,2023-12-24
2023-12-28,Harry Potter and the Prisoner of Azkaban,2004,https://boxd.it/5pYYRp,5,Yes,,2023-12-27
2023-12-28,Shane Gillis: Beautiful Dogs,2023,https://boxd.it/5q6i2Z,4,,,2023-12-27
2023-12-31,The Terminal,2004,https://boxd.it/5rHBpV,4,,,2023-12-30
2023-12-31,Nimona,2023,https://boxd.it/5rUJLr,4,,,2023-12-31
2024-01-01,Licorice Pizza,2021,https://boxd.it/5suVy7,3,,,2024-01-01
2024-01-10,This Is Where I Leave You,2014,https://boxd.it/5yplSf,3,,,2024-01-10
2024-01-11,Everything Everywhere All at Once,2022,https://boxd.it/5yUa7f,5,Yes,,2024-01-11
2024-01-15,Remember the Titans,2000,https://boxd.it/5AVFrZ,4,,,2024-01-12
2024-01-15,Airplane!,1980,https://boxd.it/5AVIvb,2.5,,,2024-01-13
2024-01-15,Dumb Money,2023,https://boxd.it/5AVJMx,4,,,2024-01-14
2024-01-15,42,2013,https://boxd.it/5AVKQv,4.5,,,2024-01-14
2024-01-16,Little Women,2019,https://boxd.it/5Bpz2p,4.5,,,2024-01-15
2024-03-28,"Easy to Learn, Hard to Master: The Fate of Atari",2017,https://boxd.it/69ukFd,3.5,,,2024-01-23
2024-03-28,Console Wars,2020,https://boxd.it/69ul5P,3.5,,,2024-01-30
2024-02-02,Poor Things,2023,https://boxd.it/5K2lfJ,3.5,,,2024-02-01
2024-02-06,She Done Him Wrong,1933,https://boxd.it/5LWR6b,3.5,,,2024-02-05
2024-02-21,Up in the Air,2009,https://boxd.it/5SwOaP,3.5,,,2024-02-20
2024-02-21,Meet Me in St. Louis,1944,https://boxd.it/5SwSoV,4,,,2024-02-20
2024-03-28,Not for Resale,2019,https://boxd.it/69umvp,3.5,,,2024-02-20
2024-02-25,Mission: Impossible III,2006,https://boxd.it/5Ud8Vp,3.5,,,2024-02-24
2024-02-27,Rebel Without a Cause,1955,https://boxd.it/5VAABx,3,,,2024-02-26
2024-03-01,Coraline,2009,https://boxd.it/5WR63N,4.5,,,2024-03-01
2024-03-06,Night of the Living Dread,2021,https://boxd.it/5ZjtiP,4.5,,,2024-03-05
2024-03-28,Insert Coin,2020,https://boxd.it/69unj5,3.5,,,2024-03-05
2024-03-07,Blow Job,1964,https://boxd.it/5ZufRt,,,,2024-03-06
2024-03-12,Dune,2021,https://boxd.it/62c4eh,5,,,2024-03-12
2024-03-13,Dune: Part Two,2024,https://boxd.it/62ujSn,3.5,,,2024-03-12
2024-03-18,Crazy Rich Asians,2018,https://boxd.it/64K0nP,4,Yes,,2024-03-17
2024-03-18,The Big Short,2015,https://boxd.it/64K2lr,4,Yes,,2024-03-17
2024-03-19,The Conversation,1974,https://boxd.it/65oqT3,4,,,2024-03-18
2024-03-22,Dream Scenario,2023,https://boxd.it/66mtXd,3,,,2024-03-21
2024-03-26,Killer of Sheep,1978,https://boxd.it/68zrBt,2,,,2024-03-25
2024-03-28,The Spider Within: A Spider-Verse Story,2023,https://boxd.it/69uiPF,4,,,2024-03-28
2024-03-29,Kelce,2023,https://boxd.it/69KO8v,4.5,,,2024-03-28
2024-04-03,Indie Game: The Movie,2012,https://boxd.it/6cqHtt,4,,,2024-04-02
2024-04-09,Safe,1995,https://boxd.it/6f6ClV,3,,,2024-04-08
2024-04-09,Please Don't Destroy: The Treasure of Foggy Mountain,2023,https://boxd.it/6f6CSv,3.5,,,2024-04-08
2024-04-16,Zodiac,2007,https://boxd.it/6hSaRN,4,Yes,,2024-04-15
2024-04-17,RoboCop,1987,https://boxd.it/6igsI3,1,,,2024-04-17
2024-04-18,Safe,1995,https://boxd.it/6io1ij,4,Yes,,2024-04-17
2024-04-23,Inside Out,2015,https://boxd.it/6kBiZt,5,Yes,,2024-04-22
2024-04-29,Skyfall,2012,https://boxd.it/6n5GZZ,3.5,Yes,,2024-04-29
2024-04-30,The Intern,2015,https://boxd.it/6ng1d3,4,,,2024-04-29
2024-05-02,The Lego Batman Movie,2017,https://boxd.it/6obB9Z,3.5,,,2024-04-30
2024-05-08,Spring Breakers,2012,https://boxd.it/6qYR35,2.5,,,2024-05-08
2024-05-08,Star Wars: Episode I – The Phantom Menace,1999,https://boxd.it/6qZ4qV,3.5,Yes,,2024-05-08
2024-05-09,Star Wars: Episode II – Attack of the Clones,2002,https://boxd.it/6rhG5n,4,Yes,,2024-05-08
2024-05-10,Anyone But You,2023,https://boxd.it/6rE5Q3,4.5,,,2024-05-09
2024-05-12,Postcard From Earth,2023,https://boxd.it/6so2vX,4.5,,,2024-05-11
2024-05-13,Star Wars: Episode III – Revenge of the Sith,2005,https://boxd.it/6sEEcB,5,Yes,,2024-05-12
2024-05-13,Shiva Baby,2020,https://boxd.it/6sEJkl,3,,,2024-05-12
2024-06-13,Pirates of the Caribbean: The Curse of the Black Pearl,2003,https://boxd.it/6FrG1V,2.5,,,2024-05-16
2024-05-20,Wonka,2023,https://boxd.it/6vkowd,4,,,2024-05-19
2024-05-24,Ocean's Eleven,2001,https://boxd.it/6wUnXD,4,Yes,,2024-05-23
2024-05-27,Star Wars,1977,https://boxd.it/6yvow7,4,Yes,,2024-05-26
2024-06-08,True Story,2015,https://boxd.it/6Dikbt,3.5,,,2024-05-31
2024-06-03,Fight Club,1999,https://boxd.it/6BhtIV,4,Yes,,2024-06-02
2024-06-05,The Empire Strikes Back,1980,https://boxd.it/6BZYDv,4,Yes,,2024-06-04
2024-06-07,Up,2009,https://boxd.it/6D0NEX,4,Yes,,2024-06-07
2024-06-08,Big,1988,https://boxd.it/6Db427,4,,,2024-06-07
2024-06-08,Fargo,1996,https://boxd.it/6DkSoP,4,,,2024-06-08
2024-06-14,Return of the Jedi,1983,https://boxd.it/6FC6oh,3.5,Yes,,2024-06-09
2024-06-12,The Social Network,2010,https://boxd.it/6EPkcV,5,Yes,,2024-06-11
2024-06-13,Gigli,2003,https://boxd.it/6FrxYz,2,,,2024-06-13
2024-06-14,Incredibles 2,2018,https://boxd.it/6FC8ar,4,Yes,,2024-06-13
2024-06-21,Celeste & Jesse Forever,2012,https://boxd.it/6Ix0Pt,3,,,2024-06-21
2024-06-23,The Fall Guy,2024,https://boxd.it/6JkbNh,3.5,,,2024-06-23
2024-06-24,The Hunger Games: The Ballad of Songbirds & Snakes,2023,https://boxd.it/6JO25b,4.5,,,2024-06-23
2024-06-29,Hit Man,2023,https://boxd.it/6Lzg7t,4,,,2024-06-28
2024-07-01,The Change-Up,2011,https://boxd.it/6MneHT,4,Yes,,2024-06-30
2024-07-04,Fantastic Mr. Fox,2009,https://boxd.it/6NytJr,3.5,,,2024-07-03
2024-07-05,Spider-Man: Across the Spider-Verse,2023,https://boxd.it/6O71kN,4.5,Yes,,2024-07-04
2024-07-08,The Princess Bride,1987,https://boxd.it/6Pzp95,4.5,,,2024-07-08
2024-07-10,Dune: Part Two,2024,https://boxd.it/6Qasxt,5,Yes,,2024-07-09
2024-07-17,Brüno,2009,https://boxd.it/6TBofr,3.5,Yes,,2024-07-17
2024-07-17,The Accountant,2016,https://boxd.it/6TBoC1,4,,,2024-07-17
2024-07-17,It's a Wonderful Life,1946,https://boxd.it/6TBrbn,4.5,,,2024-07-17
2024-07-30,8 Mile,2002,https://boxd.it/6ZgewJ,4,,,2024-07-27
2024-07-30,Deadpool & Wolverine,2024,https://boxd.it/6Zgjwp,2.5,,,2024-07-29
2024-08-05,A Million Ways to Die in the West,2014,https://boxd.it/71Qbsf,2.5,,,2024-08-04
2024-08-10,The Trial of the Chicago 7,2020,https://boxd.it/7426rt,4,,,2024-08-09
2024-08-12,Knocked Up,2007,https://boxd.it/752FMF,2.5,,,2024-08-11
2024-08-13,Hitch,2005,https://boxd.it/75EcUh,4,,,2024-08-13
2024-09-08,Our Planet,2019,https://boxd.it/7hBOn3,4.5,,,2024-09-08
2024-09-09,Rango,2011,https://boxd.it/7hOc23,3.5,,,2024-09-08
2024-09-10,Edge of Tomorrow,2014,https://boxd.it/7igDJf,4,,,2024-09-09
2024-09-16,Back to the Future,1985,https://boxd.it/7lesH1,4,Yes,,2024-09-15
2024-09-26,Kicking and Screaming,1995,https://boxd.it/7pfAvv,4.5,,,2024-09-25
2024-09-28,Inside Out 2,2024,https://boxd.it/7q1nLB,4.5,,,2024-09-27
2024-10-01,The Adjustment Bureau,2011,https://boxd.it/7ru2gf,2.5,,,2024-09-30
2024-11-06,It Chapter Two,2019,https://boxd.it/7JSffz,3,,,2024-10-05
2024-10-17,Kubo and the Two Strings,2016,https://boxd.it/7zh31r,3.5,,,2024-10-16
2024-10-20,Kiss Kiss Bang Bang,2005,https://boxd.it/7B8gl5,4,,,2024-10-20
2024-11-06,Sam Morril: You've Changed,2024,https://boxd.it/7JOhlh,3.5,,,2024-11-05
2024-11-06,Challengers,2024,https://boxd.it/7K1LF3,2.5,,,2024-11-05
2024-11-08,Hillbilly Elegy,2020,https://boxd.it/7KS2UD,4.5,,,2024-11-07
2024-11-18,The Wild Robot,2024,https://boxd.it/7Q13iD,4,,,2024-11-17
2024-11-22,Predestination,2014,https://boxd.it/7RAqfr,4,,,2024-11-21
2024-11-22,Pain & Gain,2013,https://boxd.it/7RAqCP,3.5,,,2024-11-21
2024-11-27,Upgrade,2018,https://boxd.it/7UggmT,3.5,,,2024-11-26
2024-12-01,Harry Potter and the Prisoner of Azkaban,2004,https://boxd.it/7WBM0Z,4.5,Yes,,2024-11-30
2024-12-01,Rounders,1998,https://boxd.it/7WBMpb,3.5,,,2024-12-01
2024-12-12,Klaus,2019,https://boxd.it/8225GR,4.5,,,2024-12-12
2024-12-19,Interstellar,2014,https://boxd.it/85FFJH,5,Yes,,2024-12-18
2024-12-22,Carry-On,2024,https://boxd.it/87uF6B,3,,,2024-12-22
2024-12-24,The Internship,2013,https://boxd.it/88wgYr,3.5,,,2024-12-23
2024-12-26,Wicked,2024,https://boxd.it/8a9hJf,5,,,2024-12-25
2024-12-28,Transformers,2007,https://boxd.it/8bHEpJ,3,Yes,,2024-12-27
2024-12-31,Kill Bill: Vol. 1,2003,https://boxd.it/8eXKO5,4.5,,,2024-12-30
2025-01-09,Harry Potter and the Order of the Phoenix,2007,https://boxd.it/8nYSHf,5,Yes,,2025-01-09
2025-01-16,Harry Potter and the Half-Blood Prince,2009,https://boxd.it/8uhmrh,4.5,Yes,,2025-01-15
2025-01-16,Harry Potter and the Deathly Hallows: Part 1,2010,https://boxd.it/8uhmP9,4,Yes,,2025-01-15
2025-01-17,Harry Potter and the Deathly Hallows: Part 2,2011,https://boxd.it/8vlN9B,5,Yes,,2025-01-16
2025-01-20,Collateral,2004,https://boxd.it/8xuiPd,3.5,,,2025-01-19
2025-02-20,Paddington in Peru,2024,https://boxd.it/8TfISb,3.5,,,2025-02-18
2025-02-21,Adaptation.,2002,https://boxd.it/8UaocN,5,,,2025-02-21
2025-02-25,Saturday Night,2024,https://boxd.it/8WTQqV,3.5,,,2025-02-24
2025-03-08,The Lord of the Rings: The Fellowship of the Ring,2001,https://boxd.it/939q1B,4,,,2025-03-07
2025-03-16,The Lord of the Rings: The Two Towers,2002,https://boxd.it/98Edlb,4,,,2025-03-15
2025-03-16,The Lord of the Rings: The Return of the King,2003,https://boxd.it/98EdI5,4,,,2025-03-15
2025-04-01,Why Him?,2016,https://boxd.it/9i09PL,4.5,,,2025-03-31
2025-04-06,The Princess Bride,1987,https://boxd.it/9kGuN9,5,Yes,,2025-04-06
2025-04-16,Tetris,2023,https://boxd.it/9pW3BH,3.5,,,2025-04-15
2025-04-22,Horton Hears a Who!,2008,https://boxd.it/9tKv1z,4,Yes,,2025-04-21
2025-04-23,Diary of a Wimpy Kid: Rodrick Rules,2011,https://boxd.it/9usPWt,3.5,,,2025-04-22
2025-04-25,Anomalisa,2015,https://boxd.it/9vyBDj,4.5,,,2025-04-24
2025-04-27,Magnolia,1999,https://boxd.it/9x8C3x,4.5,,,2025-04-27
2025-04-27,Star Wars: Episode III – Revenge of the Sith,2005,https://boxd.it/9xarjX,5,Yes,,2025-04-27
2025-05-02,Sinners,2025,https://boxd.it/9zRFvn,3,,,2025-05-01
2025-05-04,The Tree of Life,2011,https://boxd.it/9B5j47,5,,,2025-05-03
2025-05-07,Les Misérables,2012,https://boxd.it/9CUB5X,5,Yes,,2025-05-06
2025-05-07,The Game,1997,https://boxd.it/9D2a1Z,4,,,2025-05-06
2025-05-26,Watchmen,2009,https://boxd.it/9O3RoN,3.5,Yes,,2025-05-21
2025-05-26,Friendship,2024,https://boxd.it/9O2JuB,4,,,2025-05-25
2025-06-04,The Secret Life of Walter Mitty,2013,https://boxd.it/9TNiZ7,4,,,2025-06-04
2025-06-08,Mission: Impossible – The Final Reckoning,2025,https://boxd.it/9W8OFj,3,,,2025-06-08
2025-07-06,Casablanca,1942,https://boxd.it/aesPGT,4,,,2025-07-06
2025-07-14,Superman,2025,https://boxd.it/ak5fFj,4,,,2025-07-13
2025-07-22,F1,2025,https://boxd.it/aq5FZ9,4,,,2025-07-21
2025-07-29,Happy Gilmore 2,2025,https://boxd.it/avUTTh,1.5,,,2025-07-28
